function	L1S105	L1S140	L1S208	L1S257	L1S281	L1S57	L1S76	L1S8	L2S155	L2S175	L2S204	L2S222	L2S240	L2S309	L2S357	L2S382	L3S242	L3S294	L3S313	L3S341	L3S360	L3S378	L4S112	L4S137	L4S63	L5S104	L5S155	L5S174	L5S203	L5S222	L5S240	L6S20	L6S68	L6S93
ACETATE--COA-LIGASE-RXN	1170.61	2830.15	2551.9	1577.5	1650.9	1442.21	1208.86	1760.64	2200.41	1241.74	4668.39	1068.14	500.0	542.9499999999998	1284.25	679.73	280.68	801.9	389.73	1128.99	568.75	500.55	4642.43	3414.78	3729.4	551.0699999999998	149.0	584.0	222.5	403.0	163.0	316.8	375.4	1389.0
ACETATEKIN-RXN	2771.01	4190.38	4315.33	3090.93	3286.46	3405.48	2753.7100000000005	2651.62	1718.3100000000004	1890.94	733.3100000000002	1014.9	1951.88	615.1899999999998	800.7999999999997	1568.99	385.08	498.89	501.08	288.79	315.39	755.7199999999998	3221.5200000000004	4069.12	4546.12	1054.71	598.16	1091.37	852.06	1313.4	672.6099999999999	2628.37	2546.140000000001	3876.93
ACETOACETATE--COA-LIGASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.7	33.6	1019.0	56.0	0.0	15.0	204.6	22.6	0.0	25.0	6.0	236.5	71.0	0.0	510.0	336.33	110.27	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
ACETOACETATE-DECARBOXYLASE-RXN	1.0	0.33	2.0	1.16	14.16	3.17	0.0	0.0	34.2	6.6	0.0	0.0	2.0	2.0	0.6	0.6	0.0	18.0	2.0	0.0	0.0	0.0	2.0	64.0	67.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACETOLACTATE-DECARBOXYLASE-RXN	0.0	1.5	3.47	3.4	0.0	0.4	0.0	6.6	376.23	756.2399999999999	150.38	133.52999999999997	288.85	303.2800000000001	397.72	351.23	1.07	104.13	244.87	78.42	35.41000000000001	0.67	1792.48	1189.46	1581.54	281.82	139.13	91.0	181.52	100.63	149.78	181.37	415.52	186.13
ACETOLACTREDUCTOISOM-RXN	2768.1800000000007	4131.88	4265.33	3095.76	3252.96	3403.81	2769.5600000000004	2737.54	1596.94	1475.9799999999998	1633.13	960.94	1496.9499999999996	452.12	833.24	1127.4500000000005	387.58	594.6899999999998	374.6	524.85	358.19	751.2199999999998	3237.76	3326.32	2870.49	794.5899999999998	382.56	447.77	618.79	787.6	481.61	1826.1	1912.74	1784.38
ACETOLACTSYN-RXN	7103.56	9377.89	10123.72	7909.48	8325.880000000001	9371.09	7382.12	7448.94	3958.25	3818.35	5652.089999999998	2540.54	3874.25	1253.57	2483.1900000000005	3164.74	1072.2200000000003	1500.4399999999996	995.54	1694.7600000000002	1026.68	1685.4399999999996	9359.809999999998	8915.929999999997	8620.279999999999	2209.08	1076.08	1389.38	1629.02	1949.84	1312.08	4610.31	4760.670000000001	4764.81
ACETOOHBUTREDUCTOISOM-RXN	2768.1800000000007	4131.88	4265.33	3095.76	3252.96	3403.81	2769.5600000000004	2737.54	1596.94	1475.9799999999998	1633.13	960.94	1496.9499999999996	452.12	833.24	1127.4500000000005	387.58	594.6899999999998	374.6	524.85	358.19	751.2199999999998	3237.76	3326.32	2870.49	794.5899999999998	382.56	447.77	618.79	787.6	481.61	1826.1	1912.74	1784.38
ACETOOHBUTSYN-RXN	7103.56	9377.89	10123.72	7909.48	8325.880000000001	9371.09	7382.12	7448.94	3958.25	3818.35	5652.089999999998	2540.54	3874.25	1253.57	2483.1900000000005	3164.74	1072.2200000000003	1500.4399999999996	995.54	1694.7600000000002	1026.68	1685.4399999999996	9359.809999999998	8915.929999999997	8620.279999999999	2209.08	1076.08	1389.38	1629.02	1949.84	1312.08	4610.31	4760.670000000001	4764.81
ACETYL-COA-ACETYLTRANSFER-RXN	595.5	995.83	932.5	941.66	687.6600000000002	1110.67	855.25	1064.75	4670.33	2661.56	7956.75	2238.26	1490.5	866.49	2334.44	1234.28	134.5	1706.59	744.66	1930.86	1032.41	223.5	7576.24	7098.84	7688.51	287.75	137.0	309.0	335.0	586.0	261.0	852.0	1125.0	1085.95
ACETYL-COA-CARBOXYLTRANSFER-RXN	5973.02	9722.21	9414.33	6468.089999999998	7735.62	7137.36	6203.52	4638.919999999999	4719.719999999998	4599.5700000000015	6007.13	3284.2499999999986	3246.850000000001	1549.62	2797.27	2933.870000000001	670.3100000000002	1693.34	1216.3300000000004	1781.94	1228.79	1789.26	10906.94	10321.24	10577.81	1751.71	871.68	640.31	1307.37	1646.8	1029.83	3981.4	4248.02	3403.43
ACETYL-COA-HYDROLASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	2.6	23.0	2.0	0.0	0.0	3.6	6.6	0.0	0.0	0.0	3.0	1.0	0.0	3.0	291.33	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACETYLGLUTKIN-RXN	2189.1800000000007	3590.88	3846.83	2934.76	2925.96	3026.81	2177.56	2617.71	1327.09	825.5799999999998	1490.2600000000002	866.28	555.7	154.62	404.42	680.3199999999998	379.58	500.36	168.27	431.85	346.0300000000001	647.55	1406.36	2037.12	1483.2100000000007	319.17	155.4	214.6	204.7	195.6	147.2	845.1	528.4	727.6
ACETYLHOMOSER-CYS-RXN	5339.76	7900.43	8166.700000000002	5925.119999999999	6507.26	6624.549999999998	5036.47	4832.4	1419.7900000000004	1631.56	1595.0800000000004	859.72	1873.35	486.05	862.93	1355.66	655.26	417.16	413.18	548.4300000000002	280.99	1451.27	3446.68	3555.18	3019.35	1004.88	533.46	1614.67	838.94	1398.8	622.3599999999999	1722.05	2057.24	3845.66
ACETYLORNDEACET-RXN	1104.11	2850.65	2726.73	1758.67	1688.4	1346.71	1210.86	1769.64	257.3	508.3	3347.31	613.27	161.25	282.57	843.08	227.99	276.68	114.0	158.24	815.36	336.17	510.55	2775.52	1183.64	1790.52	158.07	53.5	34.5	92.0	27.5	94.0	132.05	203.15	80.75
ACETYLORNTRANSAM-RXN	2267.1800000000007	3631.88	3901.83	3109.76	3181.96	3349.81	2293.5600000000004	2730.71	1984.29	1082.9299999999996	3504.38	976.28	579.7	222.62	884.27	679.92	393.58	709.3599999999999	223.27	891.35	485.53	659.55	2653.11	1978.12	2100.81	319.17	155.4	214.6	207.7	195.6	151.2	845.1	528.4	727.6
ACETYLSYNCLTH-RXN	75.0	30.5	30.0	23.5	24.5	185.0	84.75	35.75	3.0	0.0	0.5	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	10.0	0.0	13.5	29.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACID-PHOSPHATASE-RXN	315.7100000000001	1726.0	1508.83	867.0	1199.0	309.71	604.71	665.97	398.07	541.26	1209.64	491.60000000000014	569.0	153.08999999999997	376.21	252.86	116.76	60.16	95.57	299.03	197.33	302.0	1046.77	688.44	1611.79	456.07	267.33	1147.67	324.67	809.67	225.83	514.83	602.67	2706.0
ACNEULY-RXN	1921.08	3559.38	3015.7000000000007	1847.6900000000005	2090.96	2164.91	2055.31	2112.69	638.8399999999998	665.6999999999998	292.16	325.91	551.25	341.33	481.61	507.92	295.18	237.66	196.05	125.36	66.66	654.7199999999998	2006.59	1430.5	2065.66	382.99	252.66	647.67	285.0900000000001	546.5	224.41	502.30000000000007	677.9899999999999	1812.53
ACSERLY-RXN	4301.580000000001	5920.52	5891.980000000001	4129.74	4327.34	5132.82	4261.46	4249.79	2807.84	2342.66	5045.13	1712.46	2887.9500000000007	746.01	1740.3300000000004	1848.66	619.8299999999998	978.22	580.2400000000001	1347.14	761.77	1083.52	5920.169999999997	5450.54	5223.089999999998	1472.84	586.06	1201.2700000000002	1102.79	2012.1	874.61	3082.9	3694.39	3747.78
ACYL-COA-HYDROLASE-RXN	2.5	16.5	3.0	7.5	4.5	2.5	3.5	2.0	19.0	56.0	13.0	15.0	27.0	2.0	18.0	6.0	0.0	2.0	23.0	3.0	2.0	3.0	88.0	89.0	33.0	23.0	18.0	10.0	12.0	32.0	12.0	11.0	21.0	8.0
ACYL-COA-OXIDASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	369.5	351.33	1040.3300000000004	86.5	3.5	34.84	243.0	34.83	0.0	189.33	81.5	231.5	74.58	0.0	620.5	187.42	301.83	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
ACYLACPSYNTH-RXN	59.67	44.0	15.83	25.33	22.0	6.33	125.0	287.5	64.33	60.33	27.67	76.33	178.5	22.5	23.17	94.5	38.33	5.33	9.0	4.67	15.33	6.0	62.5	146.14	432.33	81.5	73.33	50.67	73.67	67.67	76.83	185.83	187.67	168.0
ACYLAMINOACYL-PEPTIDASE-RXN	4.5	0.0	0.0	0.0	0.0	0.0	0.0	3.0	45.85	40.32	24.25	77.25	469.0	17.0	11.73	83.55	0.0	2.0	5.67	5.0	31.0	0.0	78.83	86.2	508.63	122.75	31.0	81.0	150.0	404.0	131.0	495.0	728.0	424.95
ACYLCOASYN-RXN	5681.84	11786.6	11394.08	7517.18	7166.6	6740.34	5122.14	6798.219999999998	3524.7499999999995	3325.7499999999995	4091.110000000001	1964.21	3295.7	553.4300000000002	1480.09	2543.850000000001	1030.88	1308.4399999999996	674.7099999999998	1197.01	731.48	2121.2	4826.299999999998	7233.53	4887.6	1807.68	894.8599999999999	2403.5400000000004	1377.5400000000004	2446.94	1097.66	3888.06	4016.74	7642.84
ACYLGPEACYLTRANS-RXN	59.67	44.0	9.83	13.33	13.0	6.33	125.0	287.5	64.33	60.33	27.67	76.33	178.5	22.5	23.17	94.5	38.33	5.33	9.0	4.67	15.33	6.0	62.5	146.14	432.33	81.5	73.33	50.67	73.67	67.67	76.83	185.83	187.67	168.0
ACYLNEURAMINATE-CYTIDYLYLTRANSFERASE-RXN	1404.62	2621.33	2237.08	1405.08	1471.66	1512.59	1409.37	1806.78	26.81	109.86	135.11	182.93	145.0	37.33	64.25	113.08	279.11	16.33	35.14	40.72	43.83	469.0	224.35	802.05	113.25	156.14	56.0	46.0	101.5	38.0	88.0	142.5	249.0	270.0
ACYLPHOSPHATASE-RXN	357.0	260.83	572.3	600.56	493.16	609.0699999999998	481.0	384.43	1157.95	1342.01	472.16	504.62	472.85	386.94	592.1999999999998	562.73	51.4	394.99	371.52	236.29999999999995	178.73999999999995	41.67	2488.86	1801.29	2522.31	566.3199999999998	210.46	130.67000000000002	250.19	169.3	224.61	335.2	604.1899999999998	327.13
ACYLPYRUVATE-HYDROLASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	178.0	299.83	40.67	41.83	133.5	47.0	105.5	54.57	0.0	41.5	76.0	27.0	12.25	0.0	352.54	258.75	415.0	147.0	47.0	29.0	63.0	19.0	80.0	81.0	173.0	27.0
ADCLY-RXN	1246.2800000000002	2894.65	2717.2000000000007	1742.9	1679.9	1484.44	1253.0100000000002	1869.66	1622.9800000000002	1438.4499999999994	1433.86	845.24	1230.78	485.62	816.42	1070.7200000000003	278.75	603.3599999999999	380.42	435.18	331.36	521.7199999999998	3039.26	3106.32	3134.38	729.8399999999998	335.73	758.6	517.6200000000001	924.43	386.78	1397.77	1581.3200000000004	2511.88
ADDALT-RXN	391.8	227.73	328.6	210.26	260.06000000000006	272.77	477.35	319.1500000000001	1237.2	830.12	1393.9600000000007	669.81	399.4500000000001	183.81	440.38999999999993	350.4	38.9	542.3	189.92	378.78	351.7	39.5	1543.2	998.35	1829.07	503.15	129.39999999999998	74.4	146.45	135.1	89.45	722.3	393.25	330.6
ADENINE-DEAMINASE-RXN	1001.8	1187.96	903.93	731.89	947.62	1382.74	1220.35	965.35	80.25	114.62	73.56	111.88	81.0	49.0	11.25	145.0	136.5	6.0	15.15	36.5	24.0	241.5	183.13	556.0	636.09	49.5	24.5	39.5	36.5	44.5	43.0	110.5	138.75	92.25
ADENODEAMIN-RXN	391.8	227.73	328.6	210.26	260.06000000000006	272.77	477.35	319.1500000000001	1237.2	830.12	1393.9600000000007	669.81	399.4500000000001	183.81	440.38999999999993	350.4	38.9	542.3	189.92	378.78	351.7	39.5	1543.2	998.35	1829.07	503.15	129.39999999999998	74.4	146.45	135.1	89.45	722.3	393.25	330.6
ADENOSINE-KINASE-RXN	75.4	66.4	20.8	87.2	57.4	104.2	69.8	46.8	93.7	323.53	17.96	125.54	104.0	12.38	27.53	140.1	12.0	46.5	79.5	7.79	38.25	21.0	123.0	479.33	134.71	0.0	0.0	0.0	3.0	0.0	0.0	14.0	2.0	2.0
ADENOSYLHOMOCYSTEINASE-RXN	883.74	1365.75	1152.25	922.41	577.5	1297.16	842.4	1880.34	950.2	678.16	1428.99	723.84	367.5	95.42	331.42999999999995	550.4699999999998	268.0	341.42999999999995	132.7	382.32	297.0300000000001	262.75	1139.9	1717.66	1143.34	334.0	70.0	207.0	130.0	120.0	71.0	308.0	228.0	439.67
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	2797.4100000000008	3816.18	4000.03	2757.88	3092.26	3035.1800000000007	2597.86	2185.92	1852.2	1489.6399999999994	419.05	616.12	1583.7799999999993	471.77999999999986	596.49	1364.2900000000004	314.33	541.8599999999999	387.74	205.85	158.86	677.77	2623.7400000000007	2871.9500000000007	3436.04	747.5099999999999	455.56	886.77	681.96	1110.6	530.6099999999999	1831.07	2058.14	3244.13
ADENPHOSPHOR-RXN	3268.01	4684.879999999999	4691.799999999998	3300.83	3690.96	3580.88	3275.6600000000008	2456.97	893.12	1525.91	594.3100000000002	774.62	1361.78	626.4	879.78	1419.12	341.65	199.86	396.05	307.76	165.04	859.89	3341.57	3670.02	3937.719999999999	771.1299999999999	445.09	928.17	660.38	1131.43	483.39	1358.29	1900.86	3188.96
ADENPRIBOSYLTRAN-RXN	2627.61	3908.48	3958.95	2709.06	3069.06	3256.78	2621.01	2536.82	1883.8	1842.32	1738.99	1118.95	1950.28	608.24	1004.46	1598.0100000000007	367.08	632.6899999999998	468.59	549.23	382.94	683.9699999999998	3701.36	3416.73	4340.6399999999985	1081.26	486.56	977.77	845.46	1531.6	661.6099999999999	2323.77	2786.74	3707.7500000000014
ADENYL-KIN-RXN	2807.6800000000007	4170.38	4270.33	3131.26	3300.46	3435.81	2727.7100000000005	2715.2899999999995	1946.0	1896.25	2772.15	1258.1399999999996	1960.88	624.02	1240.89	1680.36	388.08	659.49	478.99	783.7500000000001	478.39	755.7199999999998	4350.64	4095.68	4667.4	1055.5099999999998	598.16	1094.17	866.06	1315.4	674.6099999999999	2634.37	2545.140000000001	3877.6
ADENYLATECYC-RXN	133.0	116.5	61.5	39.0	52.0	64.0	190.0	273.83000000000004	640.5799999999998	1096.9699999999998	1343.39	551.5000000000001	398.33	297.41	649.2099999999998	520.3699999999999	60.0	225.56	260.35	375.07	238.36	22.67	1970.29	1663.19	2253.4700000000007	509.84	146.66	105.67	176.01	124.0	185.16	320.17	540.3399999999998	371.33
ADENYLOSUCCINATE-SYNTHASE-RXN	2807.6800000000007	4226.38	4341.33	3296.26	3559.46	3538.81	2775.3100000000004	2825.29	1874.23	1784.88	1785.49	1251.86	1793.2799999999993	541.6199999999999	911.85	1601.5600000000004	403.08	618.6899999999998	426.09	568.64	432.19	757.7199999999998	3562.24	3879.78	4205.12	1055.5099999999998	521.56	1081.77	792.46	1237.6	609.6099999999999	2082.77	2258.74	3668.8
ADENYLYLSULFATE-REDUCTASE-RXN	636.0	468.66	389.0	380.32	317.32	642.34	402.0	340.0	6.0	4.0	0.0	4.0	0.0	0.0	0.0	50.0	58.0	0.0	0.0	0.0	0.0	120.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	20.0
ADENYLYLSULFKIN-RXN	1184.7800000000002	2785.65	2472.73	1530.0	1552.4	1368.04	1206.86	1876.31	188.27	290.2100000000001	3294.47	480.02	21.0	292.76	823.99	143.89	286.68	122.0	129.57	760.15	346.0	493.55	2609.54	525.14	1830.92	213.57	3.0	35.0	8.5	9.0	8.0	11.3	25.4	436.0
ADOMET-DMK-METHYLTRANSFER-RXN	1268.6800000000005	3101.4500000000007	3016.1800000000007	2125.2	1895.2	1440.24	1262.8100000000004	1901.86	1525.39	1285.8299999999995	1637.5600000000004	1042.63	924.1	392.22	672.6199999999999	1035.0200000000002	287.18	627.9599999999998	338.2700000000001	476.75	427.23	554.6	2679.01	2627.77	3023.36	900.02	301.6	854.6	429.1	627.8	308.0	1238.2	944.2	2674.55
ADPREDUCT-RXN	3280.8	9378.61	8430.93	5054.02	6371.02	3322.0000000000005	3817.73	3391.3	4623.880000000001	4678.859999999999	6830.59	2850.5199999999995	3884.06	1383.1999999999996	2897.1	3186.15	502.84	1594.9399999999996	1145.11	1872.43	1093.83	1673.39	9781.23	8748.759999999998	10526.86	2293.09	1130.12	2644.5400000000004	1709.42	2823.2	1293.2199999999998	4282.740000000002	4643.08	7980.26
AGMATIN-RXN	787.9	892.4	741.6300000000001	628.8699999999999	763.4	733.7	879.55	528.55	82.6	119.47	222.03	286.88	25.0	45.0	46.1	160.9	73.5	60.4	18.75	91.0	108.0	186.5	333.6	213.54	537.98	216.2	0.0	0.2	3.0	7.0	0.0	14.0	10.0	23.0
AGMATINE-DEIMINASE-RXN	628.6700000000002	113.66	357.67	297.65	474.32	602.6700000000002	431.0	316.67	232.7	409.69	1344.66	299.5	88.0	122.17	357.27	163.43	27.67	95.0	75.0	352.33	167.33	30.67	1082.16	1154.5	882.76	268.67	28.33	26.0	61.67	41.33	30.33	61.67	138.67	150.32999999999996
AICARSYN-RXN	2806.6800000000007	4173.38	4280.33	3134.26	3304.46	3442.81	2734.3100000000004	2743.29	1811.28	1763.85	1751.03	1201.57	1793.2799999999993	532.62	903.82	1600.96	394.08	611.6899999999998	425.09	554.68	414.19	755.7199999999998	3569.9500000000007	3878.78	4052.37	1055.5099999999998	521.56	1081.77	792.46	1237.6	609.6099999999999	2082.77	2258.74	3668.8
AICARTRANSFORM-RXN	4084.79	7070.629999999999	6671.33	4559.26	4813.459999999999	5118.52	3911.1700000000014	4713.93	1860.77	1919.28	1768.69	1209.17	2011.28	607.02	1029.1999999999996	2044.0	694.76	650.6899999999998	485.16	586.21	412.19	1260.47	3923.93	4321.78	4244.82	1245.58	621.56	1679.7700000000002	929.96	1619.6	689.6099999999999	2314.77	2482.74	5579.8
AIRS-RXN	2873.6800000000007	4282.38	4304.33	3181.26	3336.46	3517.81	2803.3100000000004	2807.29	1855.2	1839.85	1741.95	1193.74	1799.2799999999993	591.12	994.99	1663.96	396.08	648.6899999999998	476.59	568.35	405.19	781.7199999999998	3838.24	4033.28	4344.499999999999	1048.5099999999998	519.56	1080.77	792.46	1237.6	611.6099999999999	2096.77	2263.74	3668.8
AKBLIG-RXN	1995.1600000000005	3474.65	3364.81	2377.25	2088.9	2087.08	1725.3200000000004	2691.62	173.48	575.71	658.86	599.1999999999998	429.0	242.88	307.93	576.6600000000002	388.36	60.0	143.97	228.68	137.75	619.55	1468.26	2085.52	1616.36	253.31	164.0	775.0	246.67	464.0	140.0	485.47	465.4	2524.0
ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.2	5.85	8.0	16.0	0.0	8.0	0.6	0.6	0.0	0.0	1.0	11.5	0.0	0.0	16.0	27.0	96.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALANINE--TRNA-LIGASE-RXN	3787.08	5246.11	5263.629999999999	4019.62	4206.02	4854.18	3862.86	3377.84	1994.8	1916.37	1821.26	1271.37	2293.78	639.62	1036.14	1834.68	467.08	657.6899999999998	482.74	593.35	424.19	945.22	3984.94	4187.81	4807.62	1185.76	562.06	1184.2700000000002	969.96	1663.1	748.61	2642.27	3022.74	4148.92
ALANINE-AMINOTRANSFERASE-RXN	178.0	93.83	57.3	94.56	64.16	416.07	299.4	236.43	1423.6	1111.2299999999998	1236.15	623.51	694.95	170.72	543.3	545.03	35.4	488.69	235.7	358.31999999999994	245.44	26.67	1756.0400000000004	1837.54	1146.3300000000004	317.52	264.06	122.27	284.79	214.1	257.61	843.8	825.5899999999998	591.9300000000002
ALANINE-DEHYDROGENASE-RXN	1116.11	2910.65	2846.86	1953.99	1811.65	1226.11	1078.86	1551.2399999999998	771.78	1153.95	543.12	574.0899999999998	118.35	540.23	682.9300000000002	521.3199999999998	241.08	385.23	403.73	230.09	163.63	528.55	3113.13	2165.11	3584.92	277.72	67.8	34.0	70.35	78.3	27.45	79.0	95.25	197.8
ALARACECAT-RXN	3545.850000000001	5084.879999999999	4972.33	3681.09	4015.96	4093.14	3566.0600000000004	3328.71	3013.35	2245.620000000001	1992.76	1427.62	2325.03	853.0	1223.14	1891.5100000000007	454.08	1049.89	602.74	637.85	478.94	933.22	5001.989999999999	4767.95	6571.049999999997	1181.26	554.56	1173.7700000000002	948.46	1668.6	743.61	2619.52	3035.74	4151.25
ALCOHOL-DEHYDROG-GENERIC-RXN	4054.78	5232.709999999999	4680.1399999999985	3214.65	3837.12	4530.88	4133.3600000000015	3718.81	5253.31	2170.46	3959.7	1854.72	1519.85	648.34	1414.99	1048.32	549.8199999999998	1790.0300000000002	516.05	1101.88	804.0099999999999	963.89	5237.040000000001	4648.980000000001	5252.83	912.03	601.66	244.0	664.1899999999998	592.96	504.81	2553.94	1982.29	1544.79
ALCOHOL-DEHYDROG-RXN	4054.78	5232.709999999999	4680.1399999999985	3214.65	3837.12	4530.88	4133.3600000000015	3718.81	5253.31	2170.46	3959.7	1854.72	1519.85	648.34	1414.99	1048.32	549.8199999999998	1790.0300000000002	516.05	1101.88	804.0099999999999	963.89	5237.040000000001	4648.980000000001	5252.83	912.03	601.66	244.0	664.1899999999998	592.96	504.81	2553.94	1982.29	1544.79
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN	2.0	0.0	0.0	3.0	4.0	7.0	7.0	0.0	6.0	9.0	0.0	22.0	0.0	0.0	2.0	33.0	0.0	0.0	0.0	2.0	2.0	0.0	6.0	23.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.5	2.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.5	0.0	0.0	3.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDEHYDE-DEHYDROGENASE-NADP+-RXN	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	53.5	104.86	2196.67	255.83	100.0	47.38	419.86	13.0	0.0	14.0	11.0	483.08	186.25	5.0	1080.0	514.0	447.47	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0
ALDHDEHYDROG-RXN	1154.3	696.8	782.9300000000002	427.07	648.8	1247.9	1004.85	221.35	2491.4100000000008	1074.86	5054.22	1290.88	312.33	753.88	1623.58	614.4699999999998	17.0	942.2	429.82	1230.58	576.5	148.5	5901.42	4366.73	5225.63	5.67	0.0	11.0	21.67	24.0	17.0	67.67	63.0	120.0
ALDOSE-1-EPIMERASE-RXN	5938.61	13632.53	12853.759999999998	7893.53	8506.359999999999	6890.54	5790.34	7027.86	999.56	1705.34	2850.12	886.19	1385.75	539.4399999999998	1052.6	1295.02	1041.7200000000003	340.96	364.4	828.1800000000002	323.61	2413.77	3690.92	3061.29	3203.13	714.15	402.16	1361.37	641.09	1318.0	448.41	1312.1	1736.14	4213.53
ALDOSE1EPIM-RXN	5938.61	13632.53	12853.759999999998	7893.53	8506.359999999999	6890.54	5790.34	7027.86	999.56	1705.34	2850.12	886.19	1385.75	539.4399999999998	1052.6	1295.02	1041.7200000000003	340.96	364.4	828.1800000000002	323.61	2413.77	3690.92	3061.29	3203.13	714.15	402.16	1361.37	641.09	1318.0	448.41	1312.1	1736.14	4213.53
ALKANE-1-MONOOXYGENASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	660.3	74.0	1020.5	69.5	25.5	23.5	208.5	30.0	0.0	236.7	15.0	232.83	79.25	0.0	561.0	155.75	272.63	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
ALKAPHOSPHA-RXN	2775.28	5054.55	4258.88	2929.25	2339.55	3114.54	2620.86	4361.31	2985.2	1764.91	1766.9199999999996	941.02	393.0	487.87	741.03	383.02	663.18	994.86	459.74	481.8	398.83	927.1	2827.42	2380.11	3845.54	261.57	16.0	40.0	28.5	53.0	37.0	94.1	104.8	863.0
ALKYLGLYCERONE-PHOSPHATE-SYNTHASE-RXN	0.0	49.0	116.0	81.0	44.0	3.0	3.0	10.0	71.2	326.53	12.96	36.04	1.0	13.38	20.53	11.1	0.0	38.5	74.5	6.29	13.5	3.0	93.0	65.25	122.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALKYLMERCURY-LYASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALLANTOATE-DEIMINASE-RXN	36.5	118.5	27.0	38.5	50.5	58.5	172.5	252.0	40.0	88.0	37.0	103.0	2.0	14.0	0.0	33.0	43.0	5.0	6.0	2.0	34.0	21.0	63.0	56.14	282.0	0.0	0.0	5.0	3.0	2.0	0.0	3.0	4.0	0.0
ALLANTOICASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	553.3	47.0	1060.0	87.5	17.0	18.0	204.0	11.0	0.0	176.2	6.0	233.5	76.25	0.0	533.0	58.25	169.8	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
ALLANTOIN-RACEMASE-RXN	2.5	24.5	8.0	7.5	4.5	6.5	3.5	52.0	30.3	67.0	1010.0	82.5	103.0	20.0	204.0	11.0	9.0	10.2	9.0	233.5	76.25	8.0	534.0	221.39	244.8	7.0	2.0	1.0	2.0	0.0	2.0	0.0	2.0	0.0
ALLANTOINASE-RXN	41.5	163.5	161.0	119.5	93.5	73.5	203.5	249.0	537.8	78.0	37.0	125.5	22.0	4.0	8.0	23.0	44.0	174.2	9.0	18.0	37.25	20.0	109.0	98.39	124.8	7.0	2.0	11.0	6.0	4.0	0.0	6.0	10.0	0.0
ALLOPHANATE-HYDROLASE-RXN	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	703.7	310.6	114.0	211.5	126.0	53.0	82.6	8.6	0.0	229.0	74.0	38.83	62.0	5.0	359.33	182.0	498.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALLOSE-KINASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	11.0	5.0	4.0	0.75	0.0	0.0	2.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	29.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75	0.0	0.5
ALPHA-AMYL-RXN	1411.85	3264.2	3456.33	2434.65	2113.2	1433.77	1393.26	2210.58	487.98	922.18	1518.13	644.5	655.6800000000002	258.62	560.6	1130.2700000000002	326.75	152.96	191.76999999999995	391.24	290.74	579.8199999999998	1819.93	1989.64	1810.25	726.89	283.13	1264.0	392.02	860.63	219.78	660.27	748.72	4395.13
